400, 3, flower_1|flower_2|flower_3|flower_4|flower_5
50.73430769230769, 90.87095791001451, 97.54420319303338, 0
56.900264264264266, 74.74715315315315, 82.95264864864865, 0
60.18266761363636, 132.00294886363636, 119.84736363636362, 0
113.4361951951952, 165.41411711711712, 178.8505195195195, 0
26.56746862483311, 109.91812016021362, 117.0463578104139, 0
34.15676396396396, 84.7220972972973, 94.88791711711711, 0
68.34045066666667, 90.53241066666668, 91.18122133333334, 0
34.166197674418605, 109.04732558139536, 108.10416279069767, 0
106.22588288288289, 167.453015015015, 180.22686786786787, 0
62.842451492537315, 106.22297014925374, 109.78621268656717, 0
41.80185991058122, 78.2000745156483, 88.17470938897169, 0
16.860495495495496, 116.00198798798799, 91.24112612612613, 0
51.676072072072074, 89.10123423423424, 92.15956756756756, 0
50.766995488721804, 101.88117593984963, 127.13933533834586, 0
104.16618701737256, 127.02318769436584, 119.0283986546444, 0
46.36857866666667, 97.64390933333334, 101.53521866666668, 0
89.32796323529412, 145.41492647058823, 153.72763235294119, 0
51.068, 134.25586486486486, 109.29996396396396, 0
65.06591876208898, 123.91879690522245, 134.0081508704062, 0
25.76303003003003, 74.79503603603604, 81.92902102102101, 0
59.52448824593129, 120.93617721518987, 131.47142495479204, 0
15.504732732732732, 86.98841741741742, 102.80224924924924, 0
49.76366336633664, 90.2755683168317, 98.65875247524754, 0
73.92994824399261, 142.3966395563771, 139.79025138632164, 0
64.6271155234657, 98.92089169675091, 96.58913718411553, 0
44.61587162162162, 117.33506081081082, 124.04882094594595, 0
78.82372113943028, 109.567940029985, 88.65476461769114, 0
54.724090090090094, 90.22823123123123, 93.01641441441441, 0
37.25846365422397, 96.1132691552063, 120.33520628683694, 0
25.251445993031357, 97.42485017421602, 102.58456794425086, 0
48.743068226120855, 113.27204678362573, 115.82567251461988, 0
23.748273273273274, 117.52092192192192, 76.57823723723723, 0
45.62372072072072, 85.52845045045045, 84.79809309309309, 0
71.28906006006007, 126.52585585585585, 134.90851951951953, 0
94.74334328358209, 153.90538208955223, 148.21265373134327, 0
34.950093821595445, 107.52121750131563, 123.09860569946258, 0
37.42933101045296, 136.37137282229963, 142.4228362369338, 0
30.657944444444443, 86.49821895424836, 91.92362418300652, 0
83.83453453453454, 123.81880780780781, 130.01715615615615, 0
18.390753753753753, 79.48745945945946, 86.58715915915916, 0
96.7432042042042, 105.71813813813814, 93.16194894894895, 0
56.91026126126126, 74.74462162162162, 82.95266366366367, 0
53.513868312757204, 93.98520164609054, 91.9131303155007, 0
66.49312312312313, 88.55640840840842, 79.24188288288288, 0
38.63942098273572, 76.69154847277557, 62.47071181938911, 0
45.62497597597598, 85.52817717717718, 84.79813213213214, 0
54.52550789473684, 80.27757894736843, 99.5741605263158, 0
50.77707368421053, 101.87941654135338, 127.13951278195489, 0
47.29203903903904, 104.40038738738738, 110.59915615615616, 0
108.25669615384615, 139.8568576923077, 143.78649615384614, 0
54.72698498498499, 90.22776576576577, 93.01653453453453, 0
64.33323367697594, 113.47003092783504, 99.3773711340206, 0
76.13646410684474, 113.52102504173622, 104.31000667779632, 0
38.09317343173432, 67.57340959409595, 92.64368265682657, 0
70.611812583668, 132.81725836680053, 138.29956358768405, 0
39.94644744744745, 75.97962762762762, 95.64879579579579, 0
27.78642042042042, 73.4485975975976, 71.4910930930931, 0
45.85775602409638, 101.13244879518072, 91.27634638554217, 0
98.98757170923379, 171.21322593320235, 189.03161493123773, 0
14.856432432432433, 71.35948048048049, 64.95479579579579, 0
107.1931784107946, 120.5927436281859, 124.46084857571213, 0
14.466855855855856, 82.10686186186186, 80.38656156156156, 0
48.751816764132556, 113.2698440545809, 115.82560233918129, 0
56.599486356340286, 122.37040449438202, 120.19508507223114, 0
42.45401801801802, 114.90011711711712, 125.0671021021021, 0
25.243289009497964, 55.595636363636366, 44.5319104477612, 0
57.84557669902913, 85.37218640776699, 91.61555339805825, 0
40.107827199999996, 84.9343232, 89.092192, 0
50.92145714285714, 96.80903428571429, 56.27872571428572, 0
54.59714475431607, 75.17498273572377, 54.754427622841966, 0
11.67397256097561, 68.46385365853659, 87.00693597560976, 0
19.935666666666666, 87.96526426426426, 74.384996996997, 0
81.0925183312263, 104.2738407079646, 85.92689254108723, 0
60.191019999999995, 84.828992, 99.47455199999999, 0
56.727622739018095, 76.26384237726099, 85.27411627906977, 0
74.9662176, 127.57895359999999, 114.0862592, 0
51.475339378238345, 61.07179274611399, 45.46826683937824, 0
59.07222933333334, 94.59122133333334, 100.032224, 0
92.49627327327327, 145.1486006006006, 107.2384954954955, 0
26.845912, 105.93892, 100.28929199999999, 0
43.86623123123123, 76.5071951951952, 65.82996996996997, 1
69.53163663663663, 105.48612912912913, 85.70916816816816, 1
136.9194346666667, 107.39901866666668, 77.75278666666667, 1
39.55977878787879, 48.264530303030305, 48.85461818181818, 1
146.76304804804806, 154.9157147147147, 153.86123423423425, 1
68.306552, 125.06083199999999, 99.383344, 1
67.84130942895086, 123.33454714475431, 115.54662416998671, 1
59.30252659574468, 87.5154414893617, 91.34904787234044, 1
54.049186440677964, 61.36875808936826, 58.00428351309707, 1
89.0103879699248, 95.58981353383459, 92.00983157894737, 1
66.97436036036036, 91.17324024024025, 114.82021621621622, 1
109.72124626865671, 139.74891417910447, 133.29242164179104, 1
71.43249624060151, 103.95368421052632, 110.25247218045112, 1
105.56689391304349, 109.26262260869565, 106.1835547826087, 1
62.79668055555556, 86.32410763888889, 85.25788541666667, 1
53.716765765765764, 60.04560960960961, 59.07033333333333, 1
41.18421146953405, 53.11132258064516, 45.42063799283154, 1
93.59641121323105, 111.6478781317424, 116.63419175515781, 1
200.44909017496636, 149.96223687752354, 142.4859004037685, 1
87.50114285714285, 94.00163007518798, 90.42818045112782, 1
50.2837728, 68.3472448, 63.009811199999994, 1
94.47300266666667, 130.81019733333335, 98.26240800000001, 1
98.00749386503067, 108.2741472392638, 100.20692944785276, 1
48.915203999999996, 54.741699999999994, 56.445519999999995, 1
109.20676876876877, 137.69485285285285, 120.47315615615615, 1
100.74361676646707, 115.95926047904192, 106.84785928143712, 1
114.9322149659864, 116.6157768707483, 111.9618149659864, 1
74.70821008403361, 116.34104761904763, 126.33910644257703, 1
95.78658785942491, 100.62525559105431, 81.75427476038338, 1
109.24536936936937, 118.41442342342343, 112.20692492492492, 1
48.67244705882353, 52.13849673202615, 47.55428758169935, 1
78.36841810918776, 90.85015446071904, 110.5639760319574, 1
47.505185185185184, 119.8485732689211, 118.28191626409019, 1
81.39843969465649, 96.95219847328245, 94.18945038167939, 1
76.71980533333334, 78.17443200000001, 54.368464, 1
54.26956352765321, 73.82002989536622, 75.51001195814648, 1
96.79845703125, 111.50237890625, 96.6385546875, 1
53.18516873889875, 89.3739431616341, 94.18512611012433, 1
57.959329870129864, 76.53256883116883, 106.0544857142857, 1
75.57309009009009, 96.49541141141141, 93.04088588588588, 1
72.41092216796052, 75.41672017173507, 69.35314642229443, 1
63.60275149700599, 72.57524550898204, 71.09048802395209, 1
88.30404504504504, 102.93427027027028, 90.15665165165166, 1
78.55934234234235, 99.27975075075075, 119.49354354354354, 1
68.49758569299553, 103.91888226527571, 84.27439344262295, 1
109.00405426237089, 144.3367581316479, 141.22156620934174, 1
37.88767132867133, 66.71578321678322, 75.0836048951049, 1
106.0247648, 120.21540479999999, 105.728336, 1
61.876629333333334, 92.19298933333334, 79.49334666666667, 1
73.09739339339339, 103.47188288288288, 103.44570870870871, 1
85.9044932038835, 106.02595339805826, 80.58710291262136, 1
90.05664462809918, 112.74880047225503, 109.13808972845338, 1
156.00415915915917, 163.17861261261262, 167.41690990990992, 1
80.3802012012012, 109.22314114114114, 99.87413213213213, 1
55.93474550898204, 76.9214011976048, 99.47785329341318, 1
30.3216996996997, 73.92959759759759, 69.36144744744745, 1
91.34628511350265, 100.85088952872457, 107.06084605962924, 1
82.81039646017699, 117.54206371681416, 104.84088849557523, 1
66.7212972972973, 93.80736936936937, 84.86216516516517, 1
73.59408435374151, 126.49262040816328, 100.74362993197279, 1
42.095171232876716, 73.93125, 49.519462328767126, 1
52.487604743083, 63.76580632411066, 57.458565217391296, 1
102.47237537537538, 115.30342042042042, 106.17226126126126, 1
91.4243003003003, 96.58514714714715, 97.33713813813814, 1
69.872888, 82.453632, 75.016312, 1
83.56283422459893, 115.85289839572192, 98.50183957219251, 1
99.37604081632654, 100.70835792778651, 89.06272213500786, 1
170.37734263565892, 163.3841550387597, 154.63318449612404, 1
64.61752365930599, 87.35066561514195, 87.58455520504731, 1
65.9055742857143, 126.44771714285714, 109.93502571428571, 1
87.91136636636637, 103.03826426426427, 89.79212312312312, 1
83.5319375, 123.58880952380953, 117.94739583333333, 1
101.25109433962264, 113.67624258760108, 127.3403962264151, 1
76.61839339339339, 109.46884384384384, 134.3074204204204, 1
119.6327828069933, 106.25376089510355, 136.3545411662906, 1
95.044636, 116.48123199999999, 102.062664, 1
71.27590390390391, 116.32785585585586, 89.10517717717718, 1
85.686209009009, 92.5653009009009, 93.24504504504505, 1
143.79806306306307, 144.75688588588588, 133.58954354354356, 1
94.1271377245509, 107.81304491017964, 82.03558383233533, 1
45.802762666666666, 53.14184, 44.79605333333333, 2
126.905908, 133.31356, 133.055372, 2
110.97995068493151, 115.32092328767123, 107.79195890410959, 2
93.47072672672672, 149.57427027027026, 119.05658558558558, 2
168.9601076388889, 184.7693125, 174.55199305555556, 2
52.93284751320824, 78.66070062202327, 74.67101735939411, 2
38.29432132132132, 100.7885015015015, 54.4741051051051, 2
48.620381381381385, 106.71262162162162, 86.93228228228229, 2
57.56947747747748, 81.30903903903904, 47.42905705705706, 2
89.36321321321321, 113.5997957957958, 130.1741171171171, 2
32.320581818181815, 38.2234965034965, 29.94001678321678, 2
28.47581981981982, 73.48152852852853, 55.52808708708709, 2
83.68805172413794, 104.93469540229884, 93.06055747126436, 2
22.741045045045045, 64.54613513513513, 50.61741141141141, 2
44.127181969949916, 97.71710517529215, 77.38252754590985, 2
29.838675675675677, 84.174996996997, 55.66918618618619, 2
82.55372027972028, 111.93546293706292, 102.02397202797202, 2
73.55497297297298, 126.04666366366367, 111.23616216216216, 2
64.03445945945946, 113.91778378378379, 83.3665075075075, 2
39.39436636636637, 76.16626426426427, 56.080642642642644, 2
47.38167148488831, 59.50019185282523, 45.15755584756899, 2
53.36460511363636, 117.81777556818182, 91.77028125, 2
63.293811659192826, 124.00239461883407, 97.26146188340807, 2
40.460945945945944, 103.64072672672673, 59.34955255255255, 2
95.2525148941533, 108.69083913820242, 97.97078744418553, 2
48.6755512995896, 93.0665417236662, 76.33864842681258, 2
40.432112000000004, 101.23426133333334, 70.59797066666667, 2
38.97468740740741, 121.99843555555556, 79.92161481481482, 2
91.80703457446809, 123.13518085106384, 114.55679787234043, 2
55.670972972972976, 106.2528978978979, 76.2513963963964, 2
61.41602206896552, 147.94886620689655, 85.32976827586207, 2
77.25842342342342, 150.1196066066066, 114.34167267267267, 2
85.04517333333334, 120.47327733333334, 26.469512, 2
89.40442857142857, 121.7796253968254, 100.72060317460317, 2
98.39273005093379, 110.59352122241087, 78.85154838709677, 2
39.61361013632567, 121.83539981288055, 79.980137004495, 2
51.673554966887416, 59.886198675496686, 63.96320529801324, 2
56.807132275132275, 69.0437495590829, 62.86518871252205, 2
30.68342822384428, 67.03191484184914, 76.21172262773722, 2
30.786765404397958, 63.7487412748748, 59.216276797387096, 2
27.08354054054054, 90.46557057057058, 59.94348348348348, 2
104.10010144927536, 112.75317753623187, 82.94734420289855, 2
81.25703303303304, 98.55457057057058, 98.67715615615616, 2
33.30468065967016, 81.21691754122938, 60.98846776611694, 2
117.61922522522522, 134.32191591591592, 114.7997987987988, 2
29.04478, 98.816964, 67.98812, 2
46.94106130268199, 57.820704980842905, 59.234697318007655, 2
41.77941081081081, 62.6368, 48.326340540540535, 2
49.830867999999995, 129.004132, 98.138988, 2
38.637493891797554, 95.34760558464224, 51.74799301919721, 2
98.20056, 115.119672, 100.130404, 2
35.49959210526316, 101.67202105263158, 68.0719, 2
50.297323999999996, 170.45355999999998, 79.820736, 2
13.558650185414091, 74.505891223733, 46.18804697156984, 2
105.97776276276277, 144.36358558558558, 121.96890690690691, 2
71.94075195822455, 96.9249765013055, 118.00467101827677, 2
59.57058858858859, 124.37208108108108, 89.66203303303304, 2
56.93186809269162, 112.72874509803921, 89.9880320855615, 2
23.363135135135135, 135.50042042042043, 85.49803603603604, 2
56.98219889502763, 120.81285451197054, 92.37217679558012, 2
26.75692792792793, 92.6059009009009, 63.16948348348348, 2
65.375264, 77.65396799999999, 67.701264, 2
39.259884665792924, 92.37440629095676, 57.20557798165138, 2
79.52176888888889, 114.01811259259259, 98.62185481481481, 2
71.40214181438999, 121.52154118873827, 102.82519499478624, 2
46.80767409659677, 112.48972274050017, 91.54202146310502, 2
86.015276, 115.121088, 94.739744, 2
51.75304, 81.533048, 73.84562799999999, 2
59.96331231231231, 130.77654054054054, 94.92855255255256, 2
80.08145064377682, 113.45103290414878, 99.10545636623748, 2
63.08560606060606, 113.97982727272728, 76.83700606060607, 2
45.040464, 105.21298666666668, 84.08796533333334, 2
36.99288217522659, 84.8815921450151, 53.34450453172206, 2
30.920804804804806, 67.37654654654655, 45.784324324324324, 2
33.415002666666666, 65.33665066666667, 50.44909333333334, 2
83.42797028231799, 90.07136701337296, 74.2158573551263, 2
46.45716216216216, 94.84553153153153, 71.8646036036036, 2
69.08739547270307, 110.27278295605859, 100.60022103861519, 2
56.115152709359606, 110.78977586206896, 61.41154926108374, 2
63.155736, 103.573888, 81.09051199999999, 2
144.2067599766462, 117.42170324901772, 122.47452069493318, 3
144.21029787234042, 151.59073475177306, 148.38701276595745, 3
144.38821756989157, 151.51810571497606, 148.42804189940165, 3
140.306556, 145.95736, 142.715972, 3
89.91027862595419, 78.17561450381679, 77.06353435114504, 3
75.0798944, 68.7839264, 71.0414272, 3
165.4429946243462, 138.99649159042318, 173.17334948448428, 3
151.00264912280701, 115.90097953216375, 153.67277777777778, 3
124.8099416909621, 105.92226530612245, 122.38185422740526, 3
127.34422018348624, 102.72537247706421, 122.27648807339449, 3
104.4557858231433, 77.10384041536166, 97.31162124648499, 3
150.64387387387387, 124.27518918918919, 125.5325945945946, 3
143.0358551099612, 119.26293143596378, 118.61373091849936, 3
105.504024, 117.829104, 112.63799999999999, 3
95.72074174757282, 123.48061359223301, 106.81757669902913, 3
86.35553166986564, 123.64536660268713, 122.72475239923224, 3
72.71658523232031, 129.07706908662686, 28.19932132305849, 3
97.05001987943824, 130.77445070501724, 74.17382259508999, 3
70.25388536585365, 53.16335853658536, 51.266085365853655, 3
104.2268, 126.40814358974359, 122.93389401709402, 3
80.52295719844358, 68.36856031128404, 77.20632684824902, 3
127.58832530120482, 120.52822289156626, 97.5013734939759, 3
98.7481632, 91.71046079999999, 86.12824959999999, 3
106.38884210526315, 100.69047773279351, 95.76734682860999, 3
65.09684033613445, 97.45850980392157, 74.09117647058824, 3
80.12585285285286, 102.01334834834834, 83.80841141141141, 3
120.00675898801599, 111.14063914780293, 102.27509720372836, 3
151.74735177865614, 103.46074571805008, 144.28581027667985, 3
145.36556857523303, 121.6027776298269, 114.70779494007989, 3
115.64146471371505, 116.50389880159787, 104.99160053262317, 3
121.2425672436751, 109.74339014647137, 103.08284687083888, 3
77.74176830892144, 119.54402663115846, 101.44577097203728, 3
170.55760585885486, 130.5631930758988, 128.72238082556592, 3
103.40106466165413, 124.32313383458647, 126.22001503759398, 3
51.239152, 107.681972, 75.68706, 3
84.80088588588589, 98.27331231231231, 94.56506906906907, 3
77.70333333333333, 87.18772072072072, 90.46671171171171, 3
55.338207207207205, 86.95303903903904, 87.33007807807807, 3
114.60352481203007, 118.56604812030075, 107.52755789473684, 3
61.23023123123123, 133.83103303303304, 91.9178888888889, 3
43.85093393393394, 122.04304804804805, 88.7974894894895, 3
47.91822822822823, 82.35508108108108, 99.49124624624625, 3
86.78275675675675, 104.28324924924925, 87.59772372372372, 3
66.66766939443535, 120.77827168576106, 103.9321178396072, 3
80.66708266666667, 130.65700266666667, 102.81039733333334, 3
82.48746846846846, 115.50794594594595, 88.21132432432432, 3
52.66797697368421, 113.06046710526316, 98.36724013157895, 3
85.13425525525525, 96.12981081081081, 102.47443843843844, 3
75.48530699424443, 94.2559891263331, 89.28061607676047, 3
56.71850802139038, 97.72944652406417, 86.11054812834224, 3
34.07872596835801, 41.42445479861195, 38.58964134384284, 3
76.26976965294224, 70.98035275095646, 71.58887092366551, 3
83.32944652406418, 115.69499465240642, 107.54875401069519, 3
77.68297066666668, 123.348352, 96.295592, 3
111.31969069069069, 132.345972972973, 131.25826126126125, 3
76.99222535211268, 101.43020070422536, 109.54817605633804, 3
44.53781366459627, 69.4751701863354, 88.58109565217391, 3
82.67918925518924, 97.10559951159951, 108.57059829059828, 3
64.33048399487836, 98.18352112676057, 54.17786939820743, 3
95.77000000000001, 86.14240489130435, 76.3284347826087, 3
113.31521282798835, 125.79199708454811, 108.53656851311953, 3
151.13227963525836, 122.44546808510638, 119.55863829787233, 3
87.69349778434268, 98.31384638109306, 88.67535007385524, 3
83.69228571428572, 109.91840700808625, 94.64362533692722, 3
114.66682282282282, 103.25696096096097, 100.28634834834835, 3
126.43330163447251, 106.68786924219911, 106.87973551263002, 3
82.62375975975976, 102.3376996996997, 92.80327027027027, 3
76.70125165562914, 73.65989072847681, 54.48912582781457, 3
